idx,params_1,params_2,params_3,fitness,gen
0,27.0,49.0,3.0,0.1197,1.0
1,6.0,18.0,37.0,0.1462,1.0
2,27.0,49.0,37.0,0.1318,1.0
0,27.0,49.0,3.0,0.1197,2.0
1,27.0,49.0,3.0,0.1197,2.0
2,27.0,49.0,37.0,0.1318,2.0
0,27.0,49.0,3.0,0.1197,3.0
1,27.0,49.0,3.0,0.1197,3.0
2,30.0,49.0,37.0,0.131,3.0
