idx,params_1,params_2,params_3,fitness,gen
13,40.0,50.0,9.0,0.1217,22.0
14,40.0,38.0,28.0,0.1239,22.0
15,40.0,38.0,28.0,0.1239,22.0
16,40.0,49.0,9.0,0.1116,22.0
17,40.0,38.0,28.0,0.1239,22.0
18,40.0,38.0,36.0,0.1286,22.0
19,40.0,38.0,36.0,0.1286,22.0
20,40.0,38.0,36.0,0.1286,22.0
21,40.0,45.0,20.0,0.1328,22.0
22,40.0,45.0,20.0,0.1328,22.0
23,40.0,45.0,20.0,0.1328,22.0
24,40.0,45.0,20.0,0.1328,22.0
25,40.0,31.0,10.0,0.1341,22.0
26,40.0,31.0,10.0,0.1341,22.0
27,40.0,45.0,20.0,0.1328,22.0
28,36.0,45.0,29.0,0.1719,22.0
29,36.0,45.0,29.0,0.1719,22.0
0,40.0,49.0,9.0,0.1116,23.0
1,40.0,49.0,9.0,0.1116,23.0
2,40.0,49.0,9.0,0.1116,23.0
3,40.0,49.0,9.0,0.1116,23.0
4,40.0,49.0,9.0,0.1116,23.0
5,40.0,49.0,9.0,0.1116,23.0
6,40.0,49.0,9.0,0.1116,23.0
7,40.0,49.0,9.0,0.1116,23.0
8,40.0,49.0,9.0,0.1116,23.0
9,40.0,49.0,9.0,0.1116,23.0
10,40.0,49.0,9.0,0.1116,23.0
11,40.0,49.0,9.0,0.1116,23.0
12,40.0,50.0,9.0,0.1217,23.0
13,40.0,49.0,9.0,0.1116,23.0
14,40.0,38.0,28.0,0.1239,23.0
15,40.0,38.0,28.0,0.1239,23.0
16,40.0,49.0,9.0,0.1116,23.0
17,40.0,38.0,28.0,0.1239,23.0
18,40.0,38.0,36.0,0.1286,23.0
19,40.0,38.0,36.0,0.1286,23.0
20,40.0,38.0,36.0,0.1286,23.0
21,40.0,45.0,20.0,0.1328,23.0
22,40.0,45.0,20.0,0.1328,23.0
23,40.0,45.0,20.0,0.1328,23.0
24,40.0,45.0,20.0,0.1328,23.0
25,40.0,31.0,10.0,0.1341,23.0
26,40.0,31.0,10.0,0.1341,23.0
27,40.0,45.0,20.0,0.1328,23.0
28,36.0,45.0,29.0,0.1719,23.0
29,36.0,45.0,29.0,0.1719,23.0
0,40.0,49.0,9.0,0.1116,24.0
1,40.0,49.0,9.0,0.1116,24.0
2,40.0,49.0,9.0,0.1116,24.0
3,40.0,49.0,9.0,0.1116,24.0
4,40.0,49.0,9.0,0.1116,24.0
5,40.0,49.0,9.0,0.1116,24.0
6,40.0,49.0,9.0,0.1116,24.0
7,40.0,49.0,9.0,0.1116,24.0
8,40.0,49.0,9.0,0.1116,24.0
9,40.0,49.0,9.0,0.1116,24.0
10,40.0,49.0,9.0,0.1116,24.0
11,40.0,49.0,9.0,0.1116,24.0
12,40.0,49.0,9.0,0.1116,24.0
13,40.0,49.0,9.0,0.1116,24.0
14,40.0,50.0,9.0,0.1217,24.0
15,40.0,38.0,28.0,0.1239,24.0
16,40.0,49.0,9.0,0.1116,24.0
17,40.0,38.0,28.0,0.1239,24.0
18,40.0,38.0,36.0,0.1286,24.0
19,40.0,38.0,36.0,0.1286,24.0
20,40.0,38.0,36.0,0.1286,24.0
21,40.0,45.0,20.0,0.1328,24.0
22,40.0,45.0,42.0,0.1319,24.0
23,40.0,45.0,20.0,0.1328,24.0
24,40.0,45.0,20.0,0.1328,24.0
25,40.0,45.0,20.0,0.1328,24.0
26,40.0,31.0,10.0,0.1341,24.0
27,40.0,45.0,20.0,0.1328,24.0
28,36.0,45.0,29.0,0.1719,24.0
29,36.0,45.0,29.0,0.1719,24.0
0,40.0,49.0,9.0,0.1116,25.0
1,40.0,49.0,9.0,0.1116,25.0
2,40.0,49.0,9.0,0.1116,25.0
3,40.0,49.0,9.0,0.1116,25.0
4,40.0,49.0,9.0,0.1116,25.0
5,40.0,49.0,9.0,0.1116,25.0
6,40.0,49.0,9.0,0.1116,25.0
7,40.0,49.0,9.0,0.1116,25.0
8,40.0,49.0,9.0,0.1116,25.0
9,40.0,49.0,9.0,0.1116,25.0
10,40.0,49.0,9.0,0.1116,25.0
11,40.0,49.0,9.0,0.1116,25.0
12,40.0,49.0,9.0,0.1116,25.0
13,40.0,49.0,9.0,0.1116,25.0
14,40.0,49.0,9.0,0.1116,25.0
15,40.0,50.0,9.0,0.1217,25.0
16,40.0,49.0,9.0,0.1116,25.0
17,40.0,38.0,28.0,0.1239,25.0
18,40.0,38.0,36.0,0.1286,25.0
19,40.0,38.0,36.0,0.1286,25.0
20,40.0,38.0,36.0,0.1286,25.0
21,40.0,45.0,42.0,0.1319,25.0
22,40.0,45.0,42.0,0.1319,25.0
23,40.0,45.0,20.0,0.1328,25.0
24,40.0,45.0,20.0,0.1328,25.0
25,40.0,45.0,20.0,0.1328,25.0
26,40.0,45.0,20.0,0.1328,25.0
27,40.0,45.0,20.0,0.1328,25.0
28,36.0,45.0,29.0,0.1719,25.0
29,36.0,45.0,29.0,0.1719,25.0
0,40.0,49.0,9.0,0.1116,26.0
1,40.0,49.0,9.0,0.1116,26.0
2,40.0,49.0,9.0,0.1116,26.0
3,40.0,49.0,9.0,0.1116,26.0
4,40.0,49.0,9.0,0.1116,26.0
5,40.0,49.0,9.0,0.1116,26.0
6,40.0,49.0,9.0,0.1116,26.0
7,40.0,49.0,9.0,0.1116,26.0
8,40.0,49.0,9.0,0.1116,26.0
9,40.0,49.0,9.0,0.1116,26.0
10,40.0,49.0,9.0,0.1116,26.0
11,40.0,49.0,9.0,0.1116,26.0
12,40.0,49.0,9.0,0.1116,26.0
13,40.0,49.0,9.0,0.1116,26.0
14,40.0,49.0,9.0,0.1116,26.0
15,40.0,50.0,9.0,0.1217,26.0
16,40.0,49.0,9.0,0.1116,26.0
17,40.0,38.0,28.0,0.1239,26.0
18,40.0,38.0,36.0,0.1286,26.0
19,40.0,38.0,36.0,0.1286,26.0
20,40.0,38.0,36.0,0.1286,26.0
21,40.0,45.0,42.0,0.1319,26.0
22,40.0,45.0,42.0,0.1319,26.0
23,40.0,45.0,42.0,0.1319,26.0
24,40.0,45.0,20.0,0.1328,26.0
25,40.0,45.0,20.0,0.1328,26.0
26,40.0,45.0,20.0,0.1328,26.0
27,40.0,45.0,20.0,0.1328,26.0
28,36.0,45.0,29.0,0.1719,26.0
29,36.0,45.0,29.0,0.1719,26.0
0,40.0,49.0,9.0,0.1116,27.0
1,40.0,49.0,9.0,0.1116,27.0
2,40.0,49.0,9.0,0.1116,27.0
3,40.0,49.0,9.0,0.1116,27.0
4,40.0,49.0,9.0,0.1116,27.0
5,40.0,49.0,9.0,0.1116,27.0
6,40.0,49.0,9.0,0.1116,27.0
7,40.0,49.0,9.0,0.1116,27.0
8,40.0,49.0,9.0,0.1116,27.0
9,40.0,49.0,9.0,0.1116,27.0
10,40.0,49.0,9.0,0.1116,27.0
11,40.0,49.0,9.0,0.1116,27.0
12,40.0,49.0,9.0,0.1116,27.0
13,40.0,49.0,9.0,0.1116,27.0
14,40.0,49.0,9.0,0.1116,27.0
15,40.0,49.0,9.0,0.1116,27.0
16,40.0,49.0,9.0,0.1116,27.0
17,40.0,38.0,28.0,0.1239,27.0
18,40.0,38.0,36.0,0.1286,27.0
19,40.0,38.0,36.0,0.1286,27.0
20,40.0,38.0,36.0,0.1286,27.0
21,40.0,45.0,42.0,0.1319,27.0
22,40.0,45.0,42.0,0.1319,27.0
23,40.0,45.0,42.0,0.1319,27.0
24,40.0,45.0,20.0,0.1328,27.0
25,40.0,45.0,20.0,0.1328,27.0
26,40.0,45.0,20.0,0.1328,27.0
27,40.0,45.0,20.0,0.1328,27.0
28,36.0,45.0,29.0,0.1719,27.0
29,36.0,45.0,29.0,0.1719,27.0
0,40.0,49.0,9.0,0.1116,28.0
1,40.0,49.0,9.0,0.1116,28.0
2,40.0,49.0,9.0,0.1116,28.0
3,40.0,49.0,9.0,0.1116,28.0
4,40.0,49.0,9.0,0.1116,28.0
5,40.0,49.0,9.0,0.1116,28.0
6,40.0,49.0,9.0,0.1116,28.0
7,40.0,49.0,9.0,0.1116,28.0
8,40.0,49.0,9.0,0.1116,28.0
9,40.0,49.0,9.0,0.1116,28.0
10,40.0,49.0,9.0,0.1116,28.0
11,40.0,49.0,9.0,0.1116,28.0
12,40.0,49.0,9.0,0.1116,28.0
13,40.0,49.0,9.0,0.1116,28.0
14,40.0,49.0,9.0,0.1116,28.0
15,40.0,49.0,9.0,0.1116,28.0
16,40.0,49.0,9.0,0.1116,28.0
17,40.0,38.0,28.0,0.1239,28.0
18,40.0,38.0,36.0,0.1286,28.0
19,40.0,38.0,36.0,0.1286,28.0
20,40.0,38.0,36.0,0.1286,28.0
21,40.0,38.0,36.0,0.1286,28.0
22,40.0,45.0,4.0,0.1297,28.0
23,40.0,45.0,42.0,0.1319,28.0
24,40.0,47.0,20.0,0.123,28.0
25,40.0,45.0,20.0,0.1328,28.0
26,40.0,45.0,20.0,0.1328,28.0
27,40.0,45.0,20.0,0.1328,28.0
28,36.0,45.0,29.0,0.1719,28.0
29,36.0,45.0,29.0,0.1719,28.0
0,40.0,49.0,9.0,0.1116,29.0
1,40.0,49.0,9.0,0.1116,29.0
2,40.0,49.0,9.0,0.1116,29.0
3,40.0,49.0,9.0,0.1116,29.0
4,40.0,49.0,9.0,0.1116,29.0
5,40.0,49.0,9.0,0.1116,29.0
6,40.0,49.0,9.0,0.1116,29.0
7,40.0,49.0,9.0,0.1116,29.0
8,40.0,49.0,9.0,0.1116,29.0
9,40.0,49.0,9.0,0.1116,29.0
10,40.0,49.0,9.0,0.1116,29.0
11,40.0,49.0,9.0,0.1116,29.0
12,40.0,49.0,9.0,0.1116,29.0
13,40.0,49.0,9.0,0.1116,29.0
14,40.0,49.0,9.0,0.1116,29.0
15,40.0,49.0,9.0,0.1116,29.0
16,40.0,49.0,9.0,0.1116,29.0
17,40.0,47.0,9.0,0.1166,29.0
18,40.0,38.0,36.0,0.1286,29.0
19,40.0,38.0,28.0,0.1239,29.0
20,40.0,38.0,36.0,0.1286,29.0
21,40.0,38.0,36.0,0.1286,29.0
22,40.0,38.0,4.0,0.1266,29.0
23,40.0,45.0,42.0,0.1319,29.0
24,40.0,47.0,20.0,0.123,29.0
25,40.0,45.0,20.0,0.1328,29.0
26,40.0,45.0,20.0,0.1328,29.0
27,40.0,45.0,22.0,0.1225,29.0
28,36.0,45.0,29.0,0.1719,29.0
29,36.0,45.0,29.0,0.1719,29.0
0,40.0,49.0,9.0,0.1116,30.0
1,40.0,49.0,9.0,0.1116,30.0
2,40.0,49.0,9.0,0.1116,30.0
3,40.0,49.0,9.0,0.1116,30.0
4,40.0,49.0,9.0,0.1116,30.0
5,40.0,49.0,9.0,0.1116,30.0
6,40.0,49.0,9.0,0.1116,30.0
7,40.0,49.0,9.0,0.1116,30.0
8,40.0,49.0,9.0,0.1116,30.0
9,40.0,49.0,9.0,0.1116,30.0
10,40.0,49.0,9.0,0.1116,30.0
11,40.0,49.0,9.0,0.1116,30.0
12,40.0,49.0,9.0,0.1116,30.0
13,40.0,49.0,9.0,0.1116,30.0
14,40.0,49.0,9.0,0.1116,30.0
15,40.0,49.0,9.0,0.1116,30.0
16,40.0,49.0,9.0,0.1116,30.0
17,40.0,47.0,9.0,0.1166,30.0
18,40.0,38.0,36.0,0.1286,30.0
19,40.0,45.0,22.0,0.1225,30.0
20,40.0,38.0,4.0,0.1266,30.0
21,40.0,38.0,28.0,0.1239,30.0
22,40.0,38.0,4.0,0.1266,30.0
23,40.0,38.0,36.0,0.1286,30.0
24,40.0,47.0,20.0,0.123,30.0
25,40.0,38.0,36.0,0.1286,30.0
26,40.0,45.0,20.0,0.1328,30.0
27,40.0,45.0,22.0,0.1225,30.0
28,36.0,45.0,29.0,0.1719,30.0
29,36.0,45.0,29.0,0.1719,30.0
