idx,params_1,params_2,params_3,fitness,gen
29,16.0,29.0,7.0,0.1238,25.0
0,22.0,42.0,3.0,0.1163,26.0
1,22.0,42.0,3.0,0.1163,26.0
2,22.0,42.0,3.0,0.1163,26.0
3,22.0,42.0,3.0,0.1163,26.0
4,22.0,42.0,3.0,0.1163,26.0
5,22.0,42.0,3.0,0.1163,26.0
6,22.0,42.0,3.0,0.1163,26.0
7,22.0,42.0,3.0,0.1163,26.0
8,22.0,42.0,3.0,0.1163,26.0
9,22.0,42.0,3.0,0.1163,26.0
10,3.0,36.0,5.0,0.1177,26.0
11,30.0,42.0,5.0,0.1177,26.0
12,3.0,36.0,5.0,0.1177,26.0
13,3.0,36.0,5.0,0.1177,26.0
14,3.0,36.0,5.0,0.1177,26.0
15,3.0,36.0,5.0,0.1177,26.0
16,3.0,36.0,5.0,0.1177,26.0
17,3.0,36.0,5.0,0.1177,26.0
18,22.0,42.0,3.0,0.1163,26.0
19,3.0,36.0,5.0,0.1177,26.0
20,27.0,41.0,7.0,0.1179,26.0
21,18.0,42.0,45.0,0.1192,26.0
22,22.0,44.0,21.0,0.1204,26.0
23,22.0,44.0,21.0,0.1204,26.0
24,3.0,36.0,5.0,0.1177,26.0
25,27.0,41.0,7.0,0.1179,26.0
26,3.0,30.0,9.0,0.1224,26.0
27,3.0,30.0,9.0,0.1224,26.0
28,3.0,30.0,9.0,0.1224,26.0
29,16.0,29.0,7.0,0.1238,26.0
0,22.0,42.0,3.0,0.1163,27.0
1,22.0,42.0,3.0,0.1163,27.0
2,22.0,42.0,3.0,0.1163,27.0
3,22.0,42.0,3.0,0.1163,27.0
4,22.0,42.0,3.0,0.1163,27.0
5,22.0,42.0,3.0,0.1163,27.0
6,22.0,42.0,3.0,0.1163,27.0
7,22.0,42.0,3.0,0.1163,27.0
8,22.0,42.0,3.0,0.1163,27.0
9,22.0,42.0,3.0,0.1163,27.0
10,3.0,36.0,5.0,0.1177,27.0
11,30.0,42.0,5.0,0.1177,27.0
12,3.0,36.0,5.0,0.1177,27.0
13,3.0,36.0,5.0,0.1177,27.0
14,3.0,36.0,5.0,0.1177,27.0
15,3.0,36.0,5.0,0.1177,27.0
16,3.0,36.0,5.0,0.1177,27.0
17,3.0,36.0,5.0,0.1177,27.0
18,22.0,42.0,3.0,0.1163,27.0
19,3.0,36.0,5.0,0.1177,27.0
20,3.0,36.0,5.0,0.1177,27.0
21,18.0,42.0,45.0,0.1192,27.0
22,22.0,44.0,21.0,0.1204,27.0
23,22.0,44.0,21.0,0.1204,27.0
24,3.0,36.0,5.0,0.1177,27.0
25,27.0,41.0,7.0,0.1179,27.0
26,3.0,30.0,9.0,0.1224,27.0
27,3.0,30.0,9.0,0.1224,27.0
28,3.0,30.0,9.0,0.1224,27.0
29,16.0,29.0,7.0,0.1238,27.0
0,22.0,42.0,3.0,0.1163,28.0
1,22.0,42.0,3.0,0.1163,28.0
2,22.0,42.0,3.0,0.1163,28.0
3,22.0,42.0,3.0,0.1163,28.0
4,22.0,42.0,3.0,0.1163,28.0
5,22.0,42.0,3.0,0.1163,28.0
6,22.0,42.0,3.0,0.1163,28.0
7,22.0,42.0,3.0,0.1163,28.0
8,22.0,42.0,3.0,0.1163,28.0
9,22.0,42.0,3.0,0.1163,28.0
10,22.0,42.0,3.0,0.1163,28.0
11,30.0,42.0,5.0,0.1177,28.0
12,3.0,36.0,5.0,0.1177,28.0
13,3.0,36.0,5.0,0.1177,28.0
14,3.0,36.0,5.0,0.1177,28.0
15,3.0,36.0,5.0,0.1177,28.0
16,3.0,36.0,5.0,0.1177,28.0
17,3.0,36.0,5.0,0.1177,28.0
18,22.0,42.0,3.0,0.1163,28.0
19,3.0,36.0,5.0,0.1177,28.0
20,3.0,36.0,5.0,0.1177,28.0
21,3.0,36.0,5.0,0.1177,28.0
22,22.0,44.0,21.0,0.1204,28.0
23,22.0,44.0,21.0,0.1204,28.0
24,3.0,36.0,5.0,0.1177,28.0
25,27.0,41.0,7.0,0.1179,28.0
26,3.0,30.0,9.0,0.1224,28.0
27,3.0,30.0,9.0,0.1224,28.0
28,3.0,30.0,9.0,0.1224,28.0
29,16.0,29.0,7.0,0.1238,28.0
0,22.0,42.0,3.0,0.1163,29.0
1,22.0,42.0,3.0,0.1163,29.0
2,22.0,42.0,3.0,0.1163,29.0
3,22.0,42.0,3.0,0.1163,29.0
4,22.0,42.0,3.0,0.1163,29.0
5,22.0,42.0,3.0,0.1163,29.0
6,22.0,42.0,3.0,0.1163,29.0
7,22.0,42.0,3.0,0.1163,29.0
8,22.0,42.0,3.0,0.1163,29.0
9,22.0,42.0,3.0,0.1163,29.0
10,22.0,42.0,3.0,0.1163,29.0
11,22.0,42.0,3.0,0.1163,29.0
12,3.0,36.0,5.0,0.1177,29.0
13,3.0,36.0,5.0,0.1177,29.0
14,3.0,36.0,5.0,0.1177,29.0
15,3.0,36.0,5.0,0.1177,29.0
16,3.0,36.0,5.0,0.1177,29.0
17,3.0,36.0,5.0,0.1177,29.0
18,22.0,42.0,3.0,0.1163,29.0
19,3.0,36.0,5.0,0.1177,29.0
20,3.0,36.0,5.0,0.1177,29.0
21,3.0,36.0,5.0,0.1177,29.0
22,22.0,44.0,21.0,0.1204,29.0
23,22.0,44.0,21.0,0.1204,29.0
24,3.0,36.0,5.0,0.1177,29.0
25,27.0,41.0,7.0,0.1179,29.0
26,3.0,30.0,9.0,0.1224,29.0
27,3.0,30.0,9.0,0.1224,29.0
28,3.0,30.0,9.0,0.1224,29.0
29,16.0,29.0,7.0,0.1238,29.0
0,22.0,42.0,3.0,0.1163,30.0
1,22.0,42.0,3.0,0.1163,30.0
2,22.0,42.0,3.0,0.1163,30.0
3,22.0,42.0,3.0,0.1163,30.0
4,22.0,42.0,3.0,0.1163,30.0
5,22.0,42.0,3.0,0.1163,30.0
6,22.0,42.0,3.0,0.1163,30.0
7,22.0,42.0,3.0,0.1163,30.0
8,22.0,42.0,3.0,0.1163,30.0
9,22.0,42.0,3.0,0.1163,30.0
10,22.0,42.0,3.0,0.1163,30.0
11,22.0,42.0,3.0,0.1163,30.0
12,22.0,42.0,3.0,0.1163,30.0
13,3.0,36.0,5.0,0.1177,30.0
14,3.0,36.0,5.0,0.1177,30.0
15,3.0,36.0,5.0,0.1177,30.0
16,3.0,36.0,5.0,0.1177,30.0
17,3.0,36.0,5.0,0.1177,30.0
18,22.0,42.0,3.0,0.1163,30.0
19,3.0,36.0,5.0,0.1177,30.0
20,6.0,36.0,5.0,0.115,30.0
21,3.0,36.0,5.0,0.1177,30.0
22,22.0,44.0,21.0,0.1204,30.0
23,22.0,44.0,21.0,0.1204,30.0
24,3.0,36.0,5.0,0.1177,30.0
25,27.0,41.0,7.0,0.1179,30.0
26,3.0,30.0,9.0,0.1224,30.0
27,3.0,30.0,9.0,0.1224,30.0
28,3.0,30.0,9.0,0.1224,30.0
29,16.0,29.0,7.0,0.1238,30.0
